id,Город дистрибьютора,Торг_точка_грязная,Торг_точка_грязная_адрес,outlet_clean_id
13966,Ростов-на-Дону,Ластоверов Р.В. ИП,"Ростовская обл, Трасса М-4, 555 км, Автомагазин",3426
13967,Ростов-на-Дону,Латошенко В.В. ИП,"346906, Ростовская обл, Новошахтинск, Коллективная ул, дом № 6",0
13968,Ростов-на-Дону,Латошенко В.В. ИП,-,3427
13969,Ростов-на-Дону,Латошенко В.В. ИП,"Ростовская обл, Новошахтинск, Лермонтова, дом № 54",0
13970,Ростов-на-Дону,Латышева Л.А.ИП ст-ца Базковская,"346260, Ростовская обл, Шолоховский р-н, Базковская ст-ца, Советская ул, дом № 105",3428
13971,Ростов-на-Дону,Латышева Л.А.ИП х.Белогорский,"346260, Ростовская обл, Шолоховский р-н, Белогорский х, Советская ул, дом № 43а",3429
13972,Ростов-на-Дону,Латышева Л.А.ИП х.Дубровский,"346277, Ростовская обл, Шолоховский р-н, Дубровский х, Солнечная ул, дом № 18/2",3430
13973,Ростов-на-Дону,ЛАУРА ООО,-,604
13974,Ростов-на-Дону,Лаура ООО,"347800, Ростовская обл, Каменск-Шахтинский г, Красная ул, дом № 11",0
13975,Ростов-на-Дону,Лащёнова Н.И. ИП,-,0
13976,Ростов-на-Дону,Лебедева О.В. ИП,"347740, Ростовская обл, Зерноград г, Специалистов ул, дом № 59, корпус а, кв.40",0
13977,Ростов-на-Дону,Лебедь Г.Г. ИП,-,0
13978,Ростов-на-Дону,Лебедьков Г.В.ИП,"346000, Ростовская обл, Чертковский р-н, Чертково п, Комсомольская ул, дом № 107а",0
13979,Ростов-на-Дону,"Лебедьков Г.В.ИП ул.Гвардейская,83","346000, Ростовская обл, Чертковский р-н, Чертково п, Гвардейская ул, дом № 83",3431
13980,Ростов-на-Дону,Левашова И.В. 1 20 лет РКК ИП,"346503, Ростовская обл, Шахты г, Врубовая ул, дом № 17",3432
13981,Ростов-на-Дону,Левашова И.В. 1 20 лет РКК ИП,-,210
13982,Ростов-на-Дону,Левашова И.В. 1 20 лет РКК ИП,"346503, Ростовская обл, Шахты г, Парковая ул, дом № 5, кв.81",3432
13983,Ростов-на-Дону,"Левашова И.В. ИП 1 м-н ""Ирина""","346503, Ростовская обл, Шахты г, Парковая ул, дом № 5, кв.81",3433
13984,Ростов-на-Дону,Левашова И.В. ИП 1 м-н 24ч кон.ост-ка Красина-клуб,"346503, Ростовская обл, Шахты г, Парковая ул, дом № 5, кв.81",0
13985,Ростов-на-Дону,"Левашова И.В. ИП 1 м-н ""Ирина""",-,211
13986,Ростов-на-Дону,"Левашова И.В. ИП 1 м-н ""Ирина""","346503, Ростовская обл, Шахты г, Парковая ул, дом № 15",3433
13987,Ростов-на-Дону,Левашова И.В. ИП 1 м-н 24ч кон.ост-ка Красина-клуб,-,0
13988,Ростов-на-Дону,Левашова И.В. ИП 1 м-н 24ч кон.ост-ка Красина-клуб,"346500, Ростовская обл, Шахты г, Красинская ул остановка ""Клуб""",3434
13989,Ростов-на-Дону,Левченко Г.Н. ИП,-,3435
13990,Ростов-на-Дону,Левченко Г.Н. ИП,"347750, Ростовская обл, Зерноградский р-н, Мечетинская ст-ца, Железнодорожная ул, дом № 41, корпус б",3435
13991,Ростов-на-Дону,Левченко И.А. ИП,-,3436
13992,Ростов-на-Дону,Левченко И.А. ИП,"346909, Ростовская обл, Новошахтинск г, Кузнецкая ул, дом № 18",3436
13993,Ростов-на-Дону,Левченко И.А. ИП ул. Кузнецкая 21,"346909, Ростовская обл, Новошахтинск г, Кузнецкая ул, дом № 18",3437
13994,Ростов-на-Дону,Левченко И.А. ИП ул. Кузнецкая 21,-,0
13995,Ростов-на-Дону,Левченко И.А. ИП ул. Кузнецкая 21,"346909, Ростовская обл, Новошахтинск г, Кузнецкая ул, дом № 21",3437
13996,Ростов-на-Дону,Левченко Ю.В. ИП ул. Власть Советов,-,0
13997,Ростов-на-Дону,Левченко Ю.В. ИП ул. Молодежная,-,0
13998,Ростов-на-Дону,Левченко Ю.В. ИП ул. Чиха,-,3438
13999,Ростов-на-Дону,Левченко Ю.В. ИП ул. Чиха,"346908, Ростовская обл, Новошахтинск г, Чиха ул, дом № 21",3438
14000,Ростов-на-Дону,Левченко Ю.Д.ИП,"347902, Ростовская обл, Таганрог г, Свободы ул, дом № 30",0
14001,Ростов-на-Дону,Левша Р.В.ИП,"346011, Ростовская обл, Чертковский р-н, Малая Лозовка х, Победы ул, дом № 1",3439
14002,Ростов-на-Дону,Леда НПП ООО,"347900, Ростовская обл, Таганрог г, Новый 9-й пер, дом № 46",0
14003,Ростов-на-Дону,Леда НПП ООО,-,0
14004,Ростов-на-Дону,Леда НПП ООО,"347905, Ростовская обл, Таганрог г, Дзержинского ул, дом № 180",3440
14005,Ростов-на-Дону,Лемешева В.В. ИП,-,3441
14006,Ростов-на-Дону,Лемешко Е.В. ИП,-,0
14007,Ростов-на-Дону,Леник Е.В.ИП,-,3442
14008,Ростов-на-Дону,Леник Е.В.ИП,"346311, Ростовская обл, Зверево г, Обухова ул, дом № 40, кв.60",3442
14009,Ростов-на-Дону,Ленкова Е.П. ИП,"Ростовская, Сальск, Калинина 29А",0
14010,Ростов-на-Дону,Леонова В.Ф. ИП,-,3443
14011,Ростов-на-Дону,Леонова В.Ф. ИП,"347272, Ростовская обл, Константиновский р-н, Николаевская ст-ца, Коммунистическая ул, дом № 48",3443
14012,Ростов-на-Дону,Леонова Г.В. ИП,-,3444
14013,Ростов-на-Дону,Леонова Г.В. ИП,"346750, Ростовская обл, Азовский р-н, 8-928-174-43-29, Овощной п, Кравченко ул, дом № 29",3444
14014,Ростов-на-Дону,Леонова Р.В.ИП м-н Олимп,-,0
14015,Ростов-на-Дону,Леонова Т.Н. ИП,-,0
14016,Ростов-на-Дону,Леплявкин Ф.И.ИП,-,0
14017,Ростов-на-Дону,Леплявкин Ф.И.ИП,"346352, Ростовская обл, 8863 5-03-87, Красный Сулин г, Ладожский пер, дом № 9",3445
14018,Ростов-на-Дону,Леснова Л.Н. ИП,"346356, Ростовская обл, Красносулинский р-н, Красный Сулин г, Фурманова ул, дом № 2-А",0
14019,Ростов-на-Дону,Леснова Л.Н. ИП,-,0
14020,Ростов-на-Дону,Леснова Л.Н. ИП,"346359, Ростовская обл, Красносулинский р-н, Красный Сулин г, Вокзальная ул, дом № 124",0
14021,Ростов-на-Дону,Летуновский Н.В.ИП,"347812, Ростовская обл, Каменск-Шахтинский г, Нефтяников ул, дом № 28",3446
14022,Ростов-на-Дону,Лещенкова А.В. ИП,-,3447
14023,Ростов-на-Дону,Лещенкова А.В. ИП,"346330, Ростовская обл, Донецк г, Садовая ул, дом № 12",3447
14024,Ростов-на-Дону,Ли А.С. ИП,"359050, Калмыкия Респ, Городовиковский р-н, Городовиковск г, 1-й мкр, дом № 1, кв.1",0
14025,Ростов-на-Дону,Лидер-Юг ООО,"346741, Ростовская обл, Ростов-на-Дону г., Городище х, Геологическая ул, дом № 50",2109
14026,Ростов-на-Дону,Лидер ООО,"347320, Ростовская обл, Цимлянский р-н, Цимлянск г, Московская ул, дом № 74а",3448
14027,Ростов-на-Дону,Лидер ООО п. Зимовники,-,3449
14028,Ростов-на-Дону,Лидер ООО п. Зимовники,"347460, Ростовская обл, Зимовниковский р-н, Зимовники п, Дзержинского ул, дом № 181а",3449
14029,Ростов-на-Дону,"Лидер ООО п. Зимовники, пер. Строительный 12а",-,3450
14030,Ростов-на-Дону,"Лидер ООО п. Зимовники, пер. Строительный 12а","347460, Ростовская обл, Зимовниковский р-н, Зимовники п, Строительный пер, дом № 12а",3450
14031,Ростов-на-Дону,"Лидер ООО п. Зимовники,ул. Байкова 14б",-,3451
14032,Ростов-на-Дону,"Лидер ООО п. Зимовники,ул. Байкова 14б","347460, Ростовская обл, Зимовниковский р-н, Зимовники п, Байкова ул, дом № 14б",3451
14033,Ростов-на-Дону,Лидер ООО Усть-Донецк Матрица,-,3452
14034,Ростов-на-Дону,Лидер ООО Усть-Донецк Матрица,"346550, Ростовская обл, Усть-Донецкий р-н, Усть-Донецкий рп, Горького ул, дом № 67",3452
14035,Ростов-на-Дону,"Лидер ООО Усть-Донецк Строителей, 75-а","346550, Ростовская обл, Усть-Донецкий р-н, Усть-Донецкий рп, Строителей ул, дом № 47",3453
14036,Ростов-на-Дону,Лидер ООО Усть-Донецк ул. Промышленная,"346550, Ростовская обл, Усть-Донецкий р-н, Усть-Донецкий рп, Строителей ул, дом № 47",3454
14037,Ростов-на-Дону,"Лидер ООО Усть-Донецк Строителей, 75-а",-,0
14038,Ростов-на-Дону,"Лидер ООО Усть-Донецк Строителей, 75-а","346550, Ростовская обл, Усть-Донецкий р-н, Усть-Донецкий рп, Строителей ул, дом № 75-А",3453
14039,Ростов-на-Дону,Лидер ООО Усть-Донецк ул. Промышленная,-,0
14040,Ростов-на-Дону,Лидер ООО Усть-Донецк ул. Промышленная,"346550, Ростовская обл, Усть-Донецкий р-н, Усть-Донецкий рп, Промышленная ул, дом № 1-д",3454
14041,Ростов-на-Дону,Лидия ООО м-н Мираж,"346630, Ростовская обл, Семикаракорск г, Закруткина ул, дом № 17/1",3455
14042,Ростов-на-Дону,Лина ООО,"344000, Ростовская обл, Ростов-на-Дону г, Коммунистический пр-кт, дом № 42, кв.134",0
14043,Ростов-на-Дону,ЛИНА ООО,-,804
14044,Ростов-на-Дону,Лина ООО,"344015, Ростовская обл, Ростов-на-Дону г, Еременко ул, дом № 60",3456
14045,Ростов-на-Дону,Линченко Р.И. ИП,-,3457
14046,Ростов-на-Дону,Линченко Р.И. ИП,"347460, Ростовская обл, Зимовниковский р-н, Зимовники п, Восточная ул, дом № 116",3457
14047,Ростов-на-Дону,Липатова Л.В. ИП,"346353, Ростовская обл, Красный Сулин г, Севастопольская ул, дом № 1",3458
14048,Ростов-на-Дону,Липатова Л.В. ИП,-,214
14049,Ростов-на-Дону,Липатова Л.В. ИП,"346353, Ростовская обл, Красный Сулин г, Театральная ул, дом № 10, кв.29",0
14050,Ростов-на-Дону,Липацкова О.Н. ИП,-,3459
14051,Ростов-на-Дону,Липацкова О.Н. ИП,"344001, Ростовская обл, Ростов-на-Дону г, Вагулевского ул, дом № 11",3459
14052,Ростов-на-Дону,Липацковы ООО,"344001, Ростовская обл, Ростов-на-Дону г, Вагулевского ул, дом № 11",0
14053,Ростов-на-Дону,"Липилкина О.Н. ИП, пер. Колхозный","347304, Ростовская обл, Цимлянский р-н, Красноярская ст-ца, Колхозный пер, дом № 11, кв.2",0
14054,Ростов-на-Дону,"Липилкина О.Н. ИП, ул. Советская 80","347304, Ростовская обл, Цимлянский р-н, Красноярская ст-ца, Колхозный пер, дом № 11, кв.2",0
14055,Ростов-на-Дону,"Липилкина О.Н. ИП, ул. Советская 80",-,0
14056,Ростов-на-Дону,Липов К.М. ИП,-,3461
14057,Ростов-на-Дону,Липов К.М. ИП,"346350, Ростовская обл, Красный Сулин г, перекресток Октябрьская/Коммунальный",3461
14058,Ростов-на-Дону,Лисицын Д.Я.ИП,"346330, Ростовская обл, Донецк г, квартал 12,строение17-д",3462
14059,Ростов-на-Дону,"Лисицын Д.Я.ИП ул.Королева,23","346330, Ростовская обл, Донецк г, Королева ул, дом № 23",0
14060,Ростов-на-Дону,Листопадова Т.В. ИП,-,215
14061,Ростов-на-Дону,Листопадова Т.В. ИП,"347027, Ростовская обл, Белокалитвинский р-н, Синегорский п, Маяковского ул, дом № 13-Б",3463
14062,Ростов-на-Дону,Листопадова Т.В. ИП,"347027, Ростовская обл, Белокалитвинский р-н, Синегорский п, Маяковского ул, дом № 13, кв.2",3463
14063,Ростов-на-Дону,Литвиненко Л.И.ИП,"346065, Ростовская обл, Тарасовский р-н, Колушкино сл, Советская ул, дом № 88а",3464
14064,Ростов-на-Дону,Литвинов М.Е.ИП,"347250, Ростовская обл, Константиновский р-н, Константиновск г, Кривошлыкова ул, дом № 29, корпус а",3465
14065,Ростов-на-Дону,Литвинова В.А.ИП х.Киреевка,"346461, Ростовская обл, Октябрьский р-н, Киреевка х, Калинина ул, дом № 25",3466
14066,Ростов-на-Дону,Литвинова В.А.ИП х.Киреевка,-,0
14067,Ростов-на-Дону,Литвинова В.А.ИП х.Киреевка,"346461, Ростовская обл, Октябрьский р-н, Киреевка х, Клубная ул, дом № 1-А",3466
